ID_TRANSMISION,FECHA,NOMBRE_COMPLETO,IDIOMA,PATROCINADO,RANGO,MODOS_JUEGOS,GENEROS_JUEGOS,CATEGORIAS_JUEGOS,JUEGOS,TIEMPO_TRANSMISION,ESPECTADORES_PROMEDIO,TIEMPO_VISTA,VISTAS_GANADAS,SEGUIDORES
ID_TRANS_000129,2022-09-16,YuriJoa,English,Con Patrocinador,Avanzado,Transmisión en Vivo,Variado,Variado,Just Chatting,77025,799,57639150,3665369,84830
ID_TRANS_000126,2022-09-16,alexelcapo,Spanish,Con Patrocinador,Experto,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Minecraft,68355,6646,448325160,14229432,705599
ID_TRANS_000127,2022-09-16,purpgamingg,English,Sin Patrocinador,Aficionado,Multijugador en Línea,Acción,Battle Royale,Fortnite,52185,153,9406200,2312289,10571
ID_TRANS_000128,2022-09-16,ChrisRM22,English,Con Patrocinador,Aficionado,"Un jugador, Multijugador en Línea",Deporte,Deportes,FIFA 20,70740,116,9450105,148681,18246
ID_TRANS_000125,2022-09-16,jessutv,English,Con Patrocinador,Novato,Interactivo,Música,Música,Music,29175,570,22309830,590991,41706
ID_TRANS_000124,2022-09-16,Cliffy,English,Con Patrocinador,Novato,"Un jugador, Multijugador Local",Otros,Plataformas,Super Mario Maker 2,119670,143,18170265,354307,29811
ID_TRANS_000134,2022-09-17,Dekarldent,German,Con Patrocinador,Avanzado,Transmisión en Vivo,Variado,Variado,Just Chatting,71265,2015,144661185,1829085,67944
ID_TRANS_000135,2022-09-17,susu_jpg,English,Con Patrocinador,Avanzado,Transmisión en Vivo,Variado,Variado,Just Chatting,24690,397,9594780,447201,71998
ID_TRANS_000136,2022-09-17,Wingsofdeath,English,Con Patrocinador,Experto,Multijugador en Línea,Estrategia,MOBA,League of Legends,146055,1329,203470560,2437733,473372
ID_TRANS_000137,2022-09-17,단장002 (dxj002),Korean,Sin Patrocinador,Aficionado,Transmisión en Vivo,Variado,Variado,Just Chatting,50280,211,12478830,675342,21713
ID_TRANS_000138,2022-09-17,SmashFactorGaming,Spanish,Con Patrocinador,Aficionado,"Multijugador Local, en Línea",Otros,Lucha,Super Smash Bros. Ultimate,118395,155,19738605,4894677,15659
ID_TRANS_000139,2022-09-17,lol_Gosha,Russian,Sin Patrocinador,Aficionado,Multijugador en Línea,RPG,MMORPG,Lineage II: The Chaotic Throne - The 1st Throne: The Kamael,97485,111,11998575,554174,14297
ID_TRANS_000140,2022-09-17,13tvhd,English,Sin Patrocinador,Aficionado,Variado,Variado,Variado,Unlisted on Twitch,59295,447,25897740,1217964,569
ID_TRANS_000141,2022-09-17,golden_richardtv,English,Sin Patrocinador,Novato,Multijugador en Línea,Acción,Battle Royale,Fortnite,114135,657,70258590,59411,52396
ID_TRANS_000150,2022-09-18,dota2mc_ru3,Russian,Con Patrocinador,Novato,Multijugador en Línea,Estrategia,MOBA,Dota 2,11955,4476,56643525,4196970,57943
ID_TRANS_000149,2022-09-18,brlkgames,Portuguese,Sin Patrocinador,Novato,Transmisión en Vivo,Variado,Variado,Just Chatting,84570,72,9568770,426399,52974
ID_TRANS_000148,2022-09-18,cogu,Portuguese,Con Patrocinador,Experto,Multijugador en Línea,Acción,Disparos/FPS,Counter-Strike: Global Offensive,111345,745,89656560,3601467,165203
ID_TRANS_000147,2022-09-18,UMotivoMTG,Portuguese,Con Patrocinador,Aficionado,Multijugador en Línea,Cartas,Juegos de Cartas,Magic: The Gathering,56325,212,12517155,291892,22115
ID_TRANS_000142,2022-09-18,NerdEngenheiro,Portuguese,Con Patrocinador,Avanzado,Multijugador en Línea,Acción,Disparos/FPS,Tom Clancy,67965,281,19633380,461084,94114
ID_TRANS_000145,2022-09-18,JavifC,Spanish,Con Patrocinador,Aficionado,Multijugador en Línea,RPG,MMORPG,Black Desert Online,119835,94,12049830,289321,7980
ID_TRANS_000144,2022-09-18,thedragonfeeney,English,Con Patrocinador,Avanzado,"Un jugador, Multijugador Local",Otros,Plataformas,Super Mario Maker 2,103440,794,83205540,2291576,92244
ID_TRANS_000143,2022-09-18,simarchy,English,Con Patrocinador,Novato,"Un jugador, Multijugador Local, en Línea",Aventura,Aventura/Sandbox,Animal Crossing: New Horizons,97170,202,20894835,1205716,26113
ID_TRANS_000146,2022-09-18,Salvyyy,English,Con Patrocinador,Aficionado,Multijugador en Línea,Cartas,Juegos de Cartas,Teamfight Tactics,66180,331,23050710,472817,15664
ID_TRANS_000157,2022-09-19,puncayshun,English,Con Patrocinador,Avanzado,Un jugador,Otros,Plataformas,Super Mario 64,66480,236,16003995,1067483,100429
ID_TRANS_000161,2022-09-19,AsmodaiTV,English,Con Patrocinador,Experto,Multijugador en Línea,Cartas,Juegos de Cartas,Hearthstone,137925,2694,377696580,6494618,249710
ID_TRANS_000160,2022-09-19,Clintus,English,Con Patrocinador,Novato,"Un jugador, Multijugador en Línea",Acción,Disparos/FPS,Destiny 2,106995,164,17395050,3526842,55323
ID_TRANS_000159,2022-09-19,GoodTimesWithScar,English,Con Patrocinador,Experto,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Minecraft,6285,4355,26135175,486406,200571
ID_TRANS_000156,2022-09-19,TheLoyalPatriot,English,Con Patrocinador,Avanzado,Multijugador en Línea,Aventura,Aventura/Sandbox,DayZ,95025,233,22276530,288678,70277
ID_TRANS_000158,2022-09-19,SleepBoy,Russian,Sin Patrocinador,Aficionado,Transmisión en Vivo,Variado,Variado,Just Chatting,100965,129,15943125,50073,1230
ID_TRANS_000154,2022-09-19,iamelisabete,English,Sin Patrocinador,Novato,Transmisión en Vivo,Variado,Variado,ASMR,65070,195,15765570,594862,52478
ID_TRANS_000153,2022-09-19,IngredyBarbi,Portuguese,Con Patrocinador,Experto,Multijugador en Línea,Acción,Battle Royale,Garena Free Fire,39930,1876,76499010,1668012,262916
ID_TRANS_000152,2022-09-19,calango,Portuguese,Con Patrocinador,Experto,Transmisión en Vivo,Variado,Variado,Just Chatting,87600,2117,187670370,5125271,888015
ID_TRANS_000151,2022-09-19,arionfoxtv,Portuguese,Sin Patrocinador,Aficionado,Variado,Variado,Variado,Unlisted on Twitch,60765,275,17216235,63542,1314
ID_TRANS_000155,2022-09-19,JoshOG,English,Con Patrocinador,Experto,Multijugador en Línea,Acción,Disparos/FPS,Call Of Duty: Modern Warfare,156735,3018,513872070,23086165,1742509
ID_TRANS_000162,2022-09-20,NeckoLol,Spanish,Con Patrocinador,Avanzado,Multijugador en Línea,Estrategia,MOBA,League of Legends,19050,629,12388950,512491,113838
ID_TRANS_000163,2022-09-20,berribae,Spanish,Con Patrocinador,Avanzado,Transmisión en Vivo,Variado,Variado,Just Chatting,37500,680,24119505,1451696,69965
ID_TRANS_000164,2022-09-20,Scxrlet64,English,Con Patrocinador,Novato,Transmisión en Vivo,Variado,Variado,Just Chatting,67845,173,12518850,753357,38552
ID_TRANS_000165,2022-09-20,AngoryTom,English,Con Patrocinador,Novato,Un jugador,Aventura,Aventura/Sandbox,RimWorld,19095,643,12583290,269658,37140
ID_TRANS_000166,2022-09-20,Vieparlafoi,English,Con Patrocinador,Novato,"Un jugador, Multijugador Local, en Línea",Aventura,Aventura/Sandbox,Animal Crossing: New Horizons,64755,165,11461215,3299608,49158
ID_TRANS_000167,2022-09-20,ZakvielChannel,Russian,Sin Patrocinador,Avanzado,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Minecraft,59940,1186,75451065,1419679,111321
ID_TRANS_000168,2022-09-20,sector_esports,Russian,Con Patrocinador,Aficionado,Multijugador en Línea,Acción,Disparos/FPS,Counter-Strike: Global Offensive,10800,2162,22595790,1896197,16205
ID_TRANS_000174,2022-09-21,RelaxBeats,English,Con Patrocinador,Experto,Interactivo,Música,Música,Music,519570,227,118640445,1136744,176798
ID_TRANS_000173,2022-09-21,NLCLoL,English,Con Patrocinador,Novato,Multijugador en Línea,Estrategia,MOBA,League of Legends,22140,966,22881855,3916058,40212
ID_TRANS_000172,2022-09-21,INFILTRATION85,Korean,Sin Patrocinador,Avanzado,"Multijugador Local, en Línea",Otros,Lucha,Granblue Fantasy: Versus,16275,585,11127480,322339,69601
ID_TRANS_000171,2022-09-21,마린22 (marin000),Korean,Con Patrocinador,Avanzado,Multijugador en Línea,Estrategia,MOBA,League of Legends,58425,613,38430150,1444405,90875
ID_TRANS_000169,2022-09-21,TrulyTenzin,English,Con Patrocinador,Aficionado,Multijugador en Línea,Estrategia,MOBA,League of Legends,81870,133,11784990,407582,21219
ID_TRANS_000170,2022-09-21,ZeRoyalViking,English,Con Patrocinador,Avanzado,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Minecraft,57210,334,20863800,327305,76035
ID_TRANS_000175,2022-09-22,ArtsyVRC,English,Sin Patrocinador,Novato,Multijugador en Línea,Simulación,Simulación/Gestión,VRChat,46695,284,13061490,316422,44652
ID_TRANS_000176,2022-09-22,Capp,English,Con Patrocinador,Novato,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Grand Theft Auto V,51195,556,33672000,355429,27049
ID_TRANS_000177,2022-09-22,Dashy,English,Con Patrocinador,Experto,Multijugador en Línea,Acción,Disparos/FPS,Call Of Duty: Modern Warfare,30165,1312,45665145,3331592,190124
ID_TRANS_000178,2022-09-22,노력왕먼치 (munchikinhwa),Korean,Con Patrocinador,Novato,Multijugador en Línea,RPG,MMORPG,MapleStory,208875,113,24307020,924082,34070
ID_TRANS_000179,2022-09-22,LiNkzr,English,Con Patrocinador,Avanzado,Multijugador en Línea,Acción,Disparos/FPS,Overwatch,100110,288,30567030,643126,81245
ID_TRANS_000180,2022-09-22,모잉이_ (kr_elice),Korean,Con Patrocinador,Avanzado,Transmisión en Vivo,Variado,Variado,Just Chatting,58620,335,19039950,1114585,70437
ID_TRANS_000181,2022-09-22,QuickyBaby,English,Con Patrocinador,Experto,Multijugador en Línea,Simulación,Simulación/Gestión,World of Tanks,111135,2287,258302955,5553918,422157
ID_TRANS_000182,2022-09-22,Arthur_Lanches,Portuguese,Con Patrocinador,Avanzado,Multijugador en Línea,Estrategia,MOBA,League of Legends,16740,729,13238685,504042,81144
ID_TRANS_000183,2022-09-22,파카9999 (paka9999),Korean,Con Patrocinador,Avanzado,Multijugador en Línea,Estrategia,MOBA,League of Legends,40575,3451,139833435,3175476,89688
ID_TRANS_000189,2022-09-23,Kazu_O,French,Con Patrocinador,Aficionado,Multijugador en Línea,Estrategia,Estrategia en Tiempo Real (RTS),Summoners War: Sky Arena,105780,102,11256165,233764,12968
ID_TRANS_000191,2022-09-23,헤징 (hejin0_0),Korean,Con Patrocinador,Avanzado,Multijugador en Línea,Estrategia,MOBA,League of Legends,118800,1088,128802120,6146870,130634
ID_TRANS_000188,2022-09-23,dersin2k,Portuguese,Con Patrocinador,Avanzado,Multijugador en Línea,Estrategia,MOBA,League of Legends,88410,298,30123180,1041168,74131
ID_TRANS_000190,2022-09-23,itsShayton,Spanish,Con Patrocinador,Avanzado,Multijugador en Línea,Acción,Disparos/FPS,VALORANT,173535,206,37320285,3296945,77774
ID_TRANS_000186,2022-09-23,chocoTaco,English,Con Patrocinador,Experto,Multijugador en Línea,Acción,Battle Royale,PLAYERUNKNOWN,158025,3771,584504355,22581039,1157747
ID_TRANS_000184,2022-09-23,Deepshades,English,Con Patrocinador,Novato,Multijugador en Línea,RPG,MMORPG,World of Warcraft,39765,356,13088625,547744,56210
ID_TRANS_000187,2022-09-23,Roidie,English,Con Patrocinador,Novato,Multijugador en Línea,RPG,MMORPG,Old School RuneScape,99450,481,47564085,861049,33235
ID_TRANS_000185,2022-09-23,ElLeon,English,Con Patrocinador,Avanzado,Multijugador en Línea,Estrategia,MOBA,SMITE,140520,312,46456665,1598277,63432
ID_TRANS_000192,2022-09-24,Day9tv,English,Con Patrocinador,Experto,Multijugador en Línea,Cartas,Juegos de Cartas,Magic: The Gathering,60870,2149,132085485,2280894,498257
ID_TRANS_000193,2022-09-24,brak2K,French,Con Patrocinador,Avanzado,"Un jugador, Multijugador en Línea",Deporte,Deportes,FIFA 20,55530,434,22761840,510231,79399
ID_TRANS_000194,2022-09-24,Fizz_XI,English,Con Patrocinador,Avanzado,Multijugador en Línea,Acción,Disparos/FPS,Call Of Duty: Modern Warfare,94125,110,11526885,175165,60059
ID_TRANS_000195,2022-09-24,bigbmusic247,English,Sin Patrocinador,Aficionado,Interactivo,Música,Música,Music,71085,150,11995995,713461,1477
ID_TRANS_000196,2022-09-24,CyberLiveArena1,English,Sin Patrocinador,Aficionado,"Un jugador, Multijugador en Línea",Deporte,Deportes,FIFA 20,286305,245,78473520,24318386,12223
ID_TRANS_000197,2022-09-24,eaJParkOfficial,English,Sin Patrocinador,Avanzado,Transmisión en Vivo,Variado,Variado,Just Chatting,1650,7429,12064575,319709,106360
ID_TRANS_000198,2022-09-24,gafallen,Portuguese,Con Patrocinador,Experto,Multijugador en Línea,Acción,Disparos/FPS,Counter-Strike: Global Offensive,14160,6954,76822725,3993831,986521
ID_TRANS_000199,2022-09-24,UnknowMySkillTV,French,Con Patrocinador,Avanzado,Multijugador en Línea,Acción,Battle Royale,Fortnite,60765,217,14145360,508825,139951
ID_TRANS_000200,2022-09-24,GCDTV,English,Con Patrocinador,Novato,Multijugador en Línea,RPG,MMORPG,World of Warcraft,8040,1723,13829055,1276692,59051
ID_TRANS_000201,2022-09-24,Lepandaman,French,Con Patrocinador,Novato,Transmisión en Vivo,Variado,Variado,Just Chatting,45735,421,19028610,397991,45328
ID_TRANS_000205,2022-09-25,Sertuss,German,Con Patrocinador,Novato,Multijugador en Línea,Estrategia,MOBA,League of Legends,56355,389,22870215,511270,37849
ID_TRANS_000206,2022-09-25,Allen,Russian,Con Patrocinador,Novato,Multijugador en Línea,Acción,Disparos/FPS,Call Of Duty: Modern Warfare,21120,801,19153860,89712,42444
ID_TRANS_000203,2022-09-25,HugoDelire,French,Con Patrocinador,Avanzado,Transmisión en Vivo,Variado,Variado,Just Chatting,10785,1009,10931205,373015,106781
ID_TRANS_000202,2022-09-25,robertpg,Spanish,Con Patrocinador,Experto,"Un jugador, Multijugador en Línea",Deporte,Deportes,FIFA 20,4395,7082,31693065,690638,323824
ID_TRANS_000204,2022-09-25,CRACKHEBER,Spanish,Con Patrocinador,Aficionado,"Un jugador, Multijugador en Línea",Deporte,Deportes,FIFA 20,52455,248,14048955,164831,20661
ID_TRANS_000207,2022-09-26,TigerWriter,English,Con Patrocinador,Avanzado,Transmisión en Vivo,Variado,Variado,Just Chatting,80865,152,13217100,243354,94605
ID_TRANS_000208,2022-09-26,YAR_ki,Russian,Con Patrocinador,Novato,Un jugador,Estrategia,Estrategia por Turnos (TBS),Heroes of Might and Magic III: The Shadow of Death,167910,469,83436255,5036046,26859
ID_TRANS_000209,2022-09-26,SparkeRcs,Italian,Con Patrocinador,Aficionado,Multijugador en Línea,Acción,Disparos/FPS,VALORANT,56625,170,10219995,713894,8647
ID_TRANS_000210,2022-09-26,DorkanTV,Spanish,Sin Patrocinador,Novato,Multijugador en Línea,Acción,Battle Royale,Fortnite,105090,92,9479700,298307,28279
ID_TRANS_000211,2022-09-26,sneakylol,English,Con Patrocinador,Experto,Multijugador en Línea,Estrategia,MOBA,League of Legends,202605,6637,1311964815,19642877,1685773
ID_TRANS_000212,2022-09-26,Lulaboo,English,Con Patrocinador,Novato,Interactivo,Otros,Comida y Bebida,Food & Drink,53175,167,10387200,904384,31227
ID_TRANS_000213,2022-09-26,Nahj,English,Con Patrocinador,Novato,Multijugador en Línea,RPG,MMORPG,World of Warcraft,41580,215,10233000,333300,36102
ID_TRANS_000214,2022-09-26,Bwipolol,English,Con Patrocinador,Avanzado,Multijugador en Línea,Estrategia,MOBA,League of Legends,5250,2474,13461630,447390,75624
ID_TRANS_000220,2022-09-27,Th3Jez,English,Con Patrocinador,Avanzado,"Un jugador, Multijugador en Línea",Acción,Disparos/FPS,Destiny 2,22785,937,21346275,375013,140455
ID_TRANS_000223,2022-09-27,osulive,English,Con Patrocinador,Experto,"Un jugador, Multijugador en Línea",Música,Música,osu!,17970,1121,21545130,998389,175794
ID_TRANS_000222,2022-09-27,Treebeard,English,Con Patrocinador,Novato,Multijugador en Línea,Cartas,Juegos de Cartas,Teamfight Tactics,162285,131,24963495,288657,25574
ID_TRANS_000221,2022-09-27,BRACUBI,Portuguese,Con Patrocinador,Novato,Multijugador en Línea,Estrategia,MOBA,Dota 2,110340,153,17860335,1404812,37475
ID_TRANS_000224,2022-09-27,Xednim,English,Con Patrocinador,Novato,Multijugador en Línea,Acción,Battle Royale,Apex Legends,141735,267,40405545,537871,44984
ID_TRANS_000219,2022-09-27,trickygym,English,Con Patrocinador,Aficionado,Multijugador en Línea,Cartas,Juegos de Cartas,Pokémon Trading Card Game Online,69705,209,15549420,196403,14370
ID_TRANS_000217,2022-09-27,Everyeyeit,Italian,Con Patrocinador,Avanzado,Transmisión en Vivo,Variado,Variado,Just Chatting,143400,1366,219766770,60617571,95760
ID_TRANS_000216,2022-09-27,Carreraaa,Spanish,Con Patrocinador,Experto,Transmisión en Vivo,Variado,Variado,Just Chatting,37455,2076,86059125,2585008,365390
ID_TRANS_000215,2022-09-27,A_Jaxx,English,Con Patrocinador,Avanzado,Multijugador en Línea,Acción,Disparos/FPS,VALORANT,105315,93,10768350,125998,66151
ID_TRANS_000218,2022-09-27,M1NDR,English,Con Patrocinador,Avanzado,Multijugador en Línea,Aventura,Aventura/Sandbox,DayZ,86430,234,21411750,460433,86581
ID_TRANS_000235,2022-09-28,김나는 (kimnaa324),Korean,Con Patrocinador,Aficionado,Multijugador en Línea,RPG,MMORPG,World of Warcraft,98535,112,11392455,648968,7754
ID_TRANS_000234,2022-09-28,CyberLiveArena4,English,Sin Patrocinador,Aficionado,"Un jugador, Multijugador en Línea",Deporte,Deportes,NBA 2K20,279645,172,53643900,8265322,9356
ID_TRANS_000233,2022-09-28,Monagua,Portuguese,Con Patrocinador,Novato,Multijugador en Línea,Estrategia,Estrategia en Tiempo Real (RTS),Summoners War: Sky Arena,96990,355,30462210,666097,27985
ID_TRANS_000232,2022-09-28,Yekais,French,Sin Patrocinador,Novato,Transmisión en Vivo,Variado,Variado,Just Chatting,39945,294,13241565,252406,40697
ID_TRANS_000231,2022-09-28,Wolfabelle,English,Con Patrocinador,Novato,Transmisión en Vivo,Variado,Variado,Just Chatting,66330,215,20480505,776646,44910
ID_TRANS_000236,2022-09-28,KarmaDoc,Spanish,Con Patrocinador,Aficionado,"Un jugador, Multijugador Local",Simulación,Simulación/Gestión,Stardew Valley,109035,183,20442870,1688756,9658
ID_TRANS_000229,2022-09-28,CapcomFighters,English,Con Patrocinador,Experto,"Multijugador Local, en Línea",Otros,Lucha,Street Fighter V,23925,5345,187067085,14495910,354351
ID_TRANS_000228,2022-09-28,UrbanOrder,English,Sin Patrocinador,Aficionado,Interactivo,Música,Música,Music,392760,51,20026770,821271,9238
ID_TRANS_000227,2022-09-28,m4dshaw,Russian,Con Patrocinador,Novato,Multijugador en Línea,Acción,Battle Royale,PLAYERUNKNOWN,139680,381,52010835,3003558,36570
ID_TRANS_000226,2022-09-28,BlitzStream,French,Con Patrocinador,Novato,"Un jugador, Multijugador en Línea",Otros,Juegos de Mesa,Chess,74310,627,48086010,3728569,30960
ID_TRANS_000225,2022-09-28,nenem_xd,Portuguese,Sin Patrocinador,Aficionado,"Un jugador, Multijugador en Línea",RPG,RPG,Tibia,41415,490,22620300,1184752,22098
ID_TRANS_000230,2022-09-28,Foxtrot92th,Russian,Con Patrocinador,Novato,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Grand Theft Auto V,82020,212,18122640,309374,45715
ID_TRANS_000246,2022-09-29,홍방장 (game2eye),Korean,Con Patrocinador,Experto,Un jugador,Aventura,Aventura/Sandbox,The Long Dark,119310,1757,224441955,6222275,185065
ID_TRANS_000245,2022-09-29,Xynode,English,Con Patrocinador,Aficionado,Multijugador en Línea,RPG,MMORPG,The Elder Scrolls Online,34695,568,20164680,3817978,18701
ID_TRANS_000244,2022-09-29,Fairlight_Excalibur,English,Con Patrocinador,Experto,"Un jugador, Multijugador en Línea",Aventura,Aventura/Sandbox,Grand Theft Auto V,173715,1213,212677695,1659444,407081
ID_TRANS_000243,2022-09-29,SwelteringMuffin,English,Con Patrocinador,Aficionado,Multijugador en Línea,Estrategia,MOBA,League of Legends,166770,151,24305490,1011401,6773
ID_TRANS_000242,2022-09-29,Kronovi,English,Con Patrocinador,Experto,Multijugador en Línea,Deporte,Deportes,Rocket League,9465,996,10298055,258825,278669
ID_TRANS_000241,2022-09-29,amante_cod,Italian,Con Patrocinador,Novato,Multijugador en Línea,Acción,Disparos/FPS,Call Of Duty: Modern Warfare,48165,257,13173045,821394,40836
ID_TRANS_000239,2022-09-29,Carreraaa,Spanish,Con Patrocinador,Experto,Transmisión en Vivo,Variado,Variado,Just Chatting,37455,2076,86059125,2585008,365390
ID_TRANS_000238,2022-09-29,Maniac_3D,Spanish,Con Patrocinador,Aficionado,Multijugador en Línea,RPG,MMORPG,Black Desert Online,168600,146,27148785,3227028,9503
ID_TRANS_000237,2022-09-29,Back2Warcraft,German,Con Patrocinador,Avanzado,Multijugador en Línea,Estrategia,Estrategia en Tiempo Real (RTS),Warcraft III,87975,1781,167550165,3882050,96639
ID_TRANS_000240,2022-09-29,Monagua,Portuguese,Con Patrocinador,Novato,Multijugador en Línea,Estrategia,Estrategia en Tiempo Real (RTS),Summoners War: Sky Arena,96990,355,30462210,666097,27985
ID_TRANS_000253,2022-09-30,Bummacs,Italian,Con Patrocinador,Avanzado,Multijugador en Línea,Acción,Disparos/FPS,Tom Clancy,24435,358,9291450,134705,62366
ID_TRANS_000257,2022-09-30,DOTA2EZ25,Russian,Con Patrocinador,Novato,Multijugador en Línea,Estrategia,MOBA,Dota 2,55995,193,11283645,651873,35499
ID_TRANS_000256,2022-09-30,spkanepex,English,Sin Patrocinador,Aficionado,Variado,Variado,Variado,Unlisted on Twitch,18150,593,16824390,1094980,7337
ID_TRANS_000254,2022-09-30,Seum,English,Con Patrocinador,Avanzado,"Un jugador, Multijugador Local, en Línea",Aventura,Aventura/Sandbox,Animal Crossing: New Horizons,60270,247,16223190,919536,70503
ID_TRANS_000252,2022-09-30,UnRooolie,English,Con Patrocinador,Avanzado,Multijugador en Línea,Acción,Disparos/FPS,Call Of Duty: Modern Warfare,90930,317,33836760,3386506,60372
ID_TRANS_000255,2022-09-30,스테로이드_ (stero2d),Korean,Con Patrocinador,Aficionado,Multijugador en Línea,RPG,RPG,Path of Exile,150180,194,30353010,702453,8348
ID_TRANS_000250,2022-09-30,andravix,French,Sin Patrocinador,Aficionado,Interactivo,Música,Música,Music,334950,31,11046000,80876,3998
ID_TRANS_000249,2022-09-30,horoowolf,Spanish,Con Patrocinador,Aficionado,Multijugador en Línea,RPG,MMORPG,Black Desert Online,97125,150,15052620,408890,6663
